Ravi Pillai,IND,RP Group,chairman,male
Rishad Naoroji,IND,Godrej Group,relation,male
Roberto Hernandez Ramirez,MEX,Banamex,former CEO,male
Ronald Wanek,USA,Ashley Furniture,founder,male
Stanley Perron,AUS,Hancock Prospecting,investor,male
Sunny Varkey,IND,GEMS Education,chairman,male
Susan Hirt Hagen,USA,Erie Indemnity,relation,female
Thomas Meyer,CHE,Desigual,founder,male
Timur Kulibaev,KAZ,Halyk Bank,owner,male
Tiong Hiew King,MYS,Rimbunan Hijau Group,founder,male
Tsai Cheng-da,Taiwan,Cathay Life Insurance,relation,male
Wu Guangming,CHN,Jiangsu Yuyue Medical Equipment and Supply,founder,male
Yasseen Mansour,EGY,Mansour Group,relation,male
Yuri Milner,RUS,Digital Sky Technologies (Mail.ru),founder,male
Zhang Zhirong,HKG,China Rongsheng,CEO,male
Zhu Xingliang,CHN,Suzhou Gold Mantis,investor,male
Alain Bouchard,CAN,Alimentation Couche-Tard,founder,male
Bill Adderley,GBR,Dunelm,founder,male
David Nahmad,MCO,,founder,male
Gerald Schwartz,CAN,Onex Corporation,founder,male
Jayme Garfinkel,BRA,Porto Seguro Seguros,Chairman and Chief Executive Officer,male
John Brown,USA,Stryker Corporation,Chairman,male
Judy Love,USA,Love's Travel Stops & Country Stores,founder,female
Lynda Resnick,USA,"Teleflora, Pistachios, POM, Fij",owner,female
Marian Ilitch,USA,Little Ceasers Pizza,founder,female
Michael Hintze,AUS,CQS,founder,male
Michael Ilitch,USA,Little Ceasers Pizza,founder,male
Murdaya Poo,IDN,Central Cipta Murdaya,founder,male
Prasert Prasarttong-Osoth,THA,Bangkok Dusit Medical Services,founder,male
Shin Dong-Joo,KOR,Lotte Group,relation,male
Stewart Resnick,USA,"Teleflora, Pistachios, POM, Fij",owner,male
Tom Love,USA,Love's Travel Stops & Country Stores,founder,male
Alexander Machkevich,ISR,Eurasion natural Resources Corporation,founder,male
Alijan Ibragimov,KAZ,Eurasion natural Resources Corporation,founder,male
Andrei Kosogov,RUS,Alfa Group,supervisory board or directors,male
Arkady Volozh,RUS,Yandex,founder,male
Boris Rotenberg,RUS,"SGM Group, Mostotrest, TPS Avia",owner,male
Chung Mong-Joon,KOR,Hyundai,relation,male
Gabriel Escarrer,ESP,Melia Hotels International,founder,male
Gavril Yushvaev,RUS,Wimm-Bill-Dann,owner,male
Huang Bingwen,AUS,Shantou Dongfeng Printing,founder,male
Huang Li,CHN,Wuhan Guide Infrared,founder,male
Huang Wei,CHN,Xinhu Zhongbao,president,male
Igor Altushkin,RUS,Russian Copper Company,founder,male
Jeffrey Lorberbaum,USA,Mohawk Industries,Chairman and Chief Executive Officer,male
Joop van den Ende,NLD,Endemol,founder,male
Katsumi Tada,JPN,Daito Trust Construction,founder,male
Kerry Stokes,AUS,Seven Canberra,investor,male
Lee Joong-Keun,KOR,Booyoung Group,founder,male
Lee Myung-Hee,KOR,Shinsegae Group,relation,female
Lin Xiucheng,CHN,San'an Electronics,chairman,male
Marc Lasry,USA,Avenue Capital Group,founder,male
Martua Sitorus,IDN,Wilmar International,founder,male
N.R. Narayana Murthy,IND,Infosys,founder,male
Patokh Chodiev,BEL,Eurasion natural Resources Corporation,founder,male
Peter Peterson,USA,Blackstone Group,founder,male
Pier Luigi Loro Piana,ITA,Loro Piana,relation,male
Ralph Sonnenberg,NLD,Hunter Douglas Group,relation,male
Rolf Gerling,DEU,Gerling Konzern,relation,male
Shao Genhuo,CHN,DBN Group,founder,male
Thomas Secunda,USA,Bloomberg,founder,male
Tony Tan Caktiong,PHL,Jollibee,founder,male
Wang Junmin,CHN,Haisco Pharmaceutical Group,founder,male
Zhang Hongwei,CHN,United Energy Group,chairman,male
Alfred Oetker,DEU,Oetker-Gruppe,relation,male
August Oetker,DEU,Oetker-Gruppe,relation,male
Bergit Douglas,DEU,Oetker-Gruppe,relation,female
Carl Ferdinand Oetker,DEU,Oetker-Gruppe,relation,male
Christian Oetker,DEU,Oetker-Gruppe,relation,male
Domenico Dolce,ITA,Dolce & Gabbana,founder,male
Edgar de Picciotto,CHE,Union Bancaire Privee,founder,male
Hoang Kieu,USA,RAAS,founder,male
Julia Oetker,DEU,Oetker-Gruppe,relation,female
Nelson Peltz,USA,Trian Fund Management,founder,male
Richard Oetker,DEU,Oetker-Gruppe,relation,male
Rosely Schweizer,DEU,Oetker-Gruppe,relation,female
Stefano Gabbana,ITA,Dolce & Gabbana,founder,male
Vladimir Kim,KAZ,Kazkhmys,investor,male
Achmad Hamami,IDN,Trakindo Utama,founder,male
Alan Howard,GBR,Brevan Howard Asset Management,founder,male
Albert von Thurn und Taxis,DEU,von Thurn and Taxis family,relation,male
Alfred James Clark,USA,Clark Enterprises,chairman,male
Andrea Della Valle,ITA,Tod's,relation,male
Cao Kejian,CHN,Zhejiang Kaishan Compressor,chairman,male
"Chase Coleman, III.",USA,Tiger Global Management,founder,male
D. Leopoldo Del Pino y Calvo-Sotelo,ESP,Ferrovial,relation,male
David Einhorn,USA,Greenlight Capital,founder,male
Denise Coates,GBR,Bet365,founder,female
Don Hankey,USA,Hankey Group,founder,male
Gao Dekang,CHN,Bosideng International,chairman,male
Gary Burrell,USA,Garmin,founder,male
Gu Wei,CHN,Shenzhen MTC,chairman,male
Hamilton James,USA,Blackstone Group,president,male
Huang Shaowu,CHN,Shenzhen Aisidi,founder,male
James Irsay,USA,Indianapolis Colts,relation,male
"Jim Justice, II.",USA,Bluestone Industries,relation,male
"Joe Jamail, Jr.",USA,,lawyer,male
Jon Stryker,USA,Stryker Corporation,relation,male
Joyce Raley Teel,USA,Raley's,relation,female
Julio Bozano,BRA,Banco Bozano Simonsen,founder,male
Karel Komarek,CZE,KKCG Group,founder,male
Lee Jay-Hyun,KOR,CJ Group,relation,male
Liang Xinjun,CHN,Fosun Group,founder,male
Louis Bacon,USA,Moore Capital Management,founder,male
Mangal Prabhat Lodha,IND,Lodha Group,founder,male
Mario Gabelli,USA,Gabelli Asset Management Company,founder,male
Mehmet Sinan Tara,TUR,Enka insaat ve Sanayi,relation,male
Patrick Ryan,USA,Aon Corporation,founder,male
Pham Nhat Vuong,VNM,Vingroup,founder,male
Phillip Ragon,USA,InterSystems,founder,male
Pierre Papillaud,FRA,Roxane,founder,male
Pollyanna Chu,HKG,Kingston Financial,founder,female
Ray Davis,USA,Energy Transfer Partners,ceo,male
Richard Elman,GBR,Noble Group,chairman,male
Robert Miller UK,GBR,Duty Free Shopping,founder,male
Roberto Angelini Rossi,CHL,Angelini Group,relation,male
Scott Cook,USA,Intuit,founder,male
Simonpietro Salini,ITA,Salini Impregilo,relation,male
Stephen Jarislowsky,CAN,Jarislowsky Fraser Limited,founder,male
Suhon Lin,Taiwan,Chang Chun Group,founder,male
Thaksin Shinawatra,THA,Advanced Info Service,founder,male
Tsai Ming-Kai,Taiwan,MediaTek,ceo,male
Venugopal Dhoot,IND,Videocon Electronics,relation,male
Vincent Tan,MYS,Berjaya Corporation Berhad,founder,male
Wen Jianping,CHN,Beijing Originwater Technology,founder,male
Wong Luen Hei,CHN,China Lesso Group,founder,male
Yoshikazu Tanaka,JPN,"GREE, Inc",founder,male
Yuri Gushchin,RUS,Obyedinennye Konditery,founder,male
Zhou Chengjian,CHN,Metersbonwe Group,founder,male
Ahsen Ozokur,TUR,Yildiz Holding,relation,female
Ali Ibrahim Agaoglu,TUR,Agaoglu Group,founder,male
Ana Maria Brescia Cafferata,PER,Grupo Prescia (now Pandora Group),relation,female
Ana Maria Marcondes Penido Sant'Anna,BRA,CCR Group,relation,female
Benu Gopal Bangur,IND,Shree Cement,relation,male
Cesar Mata Pires,BRA,OAS SA,founder,male
Christoph Henkel,DEU,Henkel Ag,relation,male
Manuel Moroun,USA,CenTra Inc.,chairman,male
Rosa Brescia Cafferata,PER,Grupo Prescia (now Pandora Group),relation,female
Thomas Steyer,USA,Farallon Capital Management,founder,male
Wong Kwong Yu,CHN,Gome,investor,male
Alexander Frolov,RUS,Evraz,ceo,male
Alexandre Grendene Bartelle,BRA,Grendene,founder,male
Alfredo Harp Helu,MEX,Banamex,owner,male
Andrei Bokarev,RUS,CJSC Transmashholding,president,male
Bulent Eczacibasi,TUR,Eczacibasi Holding,relation,male
Chang Yung Fa,Taiwan,Evergreen Group,founder,male
Chen Tianqiao,CHN,Shanda Interactive Entertainment,founder,male
Chen Yung-Tai,Taiwan,Aurora Group,founder,male
Dan Wilks,USA,Frac Tech,founder,male
Erika Pohl-Stroher,DEU,Wella AG,relation,female
Ezra Nahmad,MCO,,founder,male
Farris Wilks,USA,Frac Tech,founder,male
Faruk Eczacibasi,TUR,Eczacibasi Holding,relation,male
Francesco Gaetano Caltagirone,ITA,Caltagirone Holdings,owner,male
Gary Michelson,USA,Medtronic,inventor,male
Gregorio Perez Companc,ARG,Petrolera Perez Companc,relation,male
He Qiaonu,CHN,Beijing Orient Landscape,founder,female
Horst Brandstaetter,DEU,Brandstatter Group,relation,male
Huang Shih Tsai,HKG,Greater China International Investment Group,founder,male
Jimmy Haslam,USA,Pilot Flying J,founder,male
John Henry,USA,John W. Henry & Company,founder,male
Jose Llado Fernandez-Urrutia,ESP,Tecnicas Reunidas,founder,male
Juan Carlos Escotet,VEN,Banesco,founder,male
Koo Bon-Moo,KOR,LG Group,relation,male
Lam Kong,CHN,China Medical Systems,founder,male
Maria Del Pino y Calvo-Sotelo,ESP,Ferrovial,relation,female
Marie-Jeanne Meyer,FRA,Louis-Dreyfus Goup,relation,female
Mark Stevens,USA,Sequoia Capital,partner,male
Massimo Moratti,ITA,Saras SPA,relation,male
Mehmet Karamehmet,TUR,Cukurova Holding,chairman,male
Mehmet Nazif Gunal,TUR,MNG Holding,founder,male
Monique Louis-Dreyfus,FRA,Louis-Dreyfus Goup,relation,female
Murali Divi,IND,Divis Laboratories,founder,male
Paul Singer,USA,Elliott Associates,founder,male
Ravi Jaipuria,IND,RJ Corp,relation,male
Richard Hayne,USA,Urban Outfitters,founder,male
Robert Coyiuto Jr,PHL,Prudential Guarantee & Assurance,relation,male
Saad Hariri,LBN,Saudi Oger,relation,male
Senapathy Gopalakrishnan,IND,Infosys,founder and executive vice chairman,male
Sergio Lins Andrade,BRA,Andrade Gutierrez,relation,male
Thomas Lee,USA,Thomas H. Lee Partners,founder,male
Tom Benson,USA,Benson Financial,founder,male
Vadim Novinsky,UKR,Smart-Holding,owner,male
Vichai Srivaddhanaprabha,THA,King Power Duty Free,founder,male
Victor Gradin,BRA,Odebrecht,owner,male
Vinod Khosla,USA,Sun Microsystems,founder,male
Wen Yibo,CHN,The Sound Group,founder,male
Yuriy Kosiuk,UKR,MHP,founder,male
Zhu Yicai,CHN,Yurun Food,founder,male
Ajay Piramal,IND,Piramel,founder,male
Isidoro Alvarez,ESP,El Corte Ingles,relation,male
Richard Scaife,USA,Mellon,relation,male
Sergei Katsiev,RUS,Megapolis,founder,male
William Ackman,USA,Pershing Square Capital Management,founder,male
Wilma Tisch,USA,Loews Corporation,relation,female
Zhang Changhong,CHN,DZH/Shanghai Great Wisdom,chairman,male
Alan Gerry,USA,Cablevision Industries,founder,male
Albert Blokker,BEL,Blokker Holding,relation,male
Alberto Cortina,ESP,Construcciones y Contratas,owner,male
Anatoly Lomakin,RUS,International Potassium Company (MMK),owner,male
Aziz Akhannouch,MAR,Akwa Group,relation,male
Billy Joe (Red) McCombs,USA,Red McCombs Automotive Group,founder,male
Chen Jianhua,CHN,Hengli Group,chairman,male
Christopher Cline,USA,Foresight Reserves,founder,male
Christopher Goldsbury,USA,Pace Foods,relation,male
Clement Fayat,FRA,Fayat,founder,male
David Walentas,USA,Dumbo,founder,male
Dmitry Kamenshchik,RUS,Moscow Domodedovo Airport.,chairman,male
Dmitry Mazepin,RUS,Uralchem,founder,male
Edmund Ansin,USA,Sunbeam Television,chairman,male
Els Blokker,NLD,Blokker Holding,relation,female
Farkhad Akhmedov,RUS,Northgas,owner,male
Francesco Saverio Salini,ITA,Salini Impregilo,relation,male
Gian Marco Moratti,ITA,Saras SPA,relation,male
Gleb Fetisov,RUS,Alfa Group,owner,male
Hamdi Ulukaya,TUR,Chobani,founder,male
Hong Ra-Hee,KOR,Samsung,relation,female
J. Joe Ricketts,USA,TD Ameritrade,founder,male
James Clark,USA,Netscape Communications Corporation,founder,male
Joao Alves de Queiroz Filho,BRA,Hypermarcas,founder,male
Jonathan Gray,USA,Blackstone Group,Global Head of Real Estate,male
Kagemasa Kozuki,JPN,Konami Corporation,founder,male
Larry Robbins,USA,Glenview Capital Management,founder,male
Lei Jufang,CHN,Tibet Cheezheng Tibetan Medicine,founder,female
Len Ainsworth,AUS,Aristocrat Leisure Limited,founder,male
Lina Maria Aguiar,BRA,Bradesco,relation,female
Luis Enrique Yarur Rey,CHL,Banco de Credito e Inversiones (BCI),relation,male
Marius Nacht,ISR,Check Point,founder,male
Max Michel Suberville,MEX,FEMSA,owner,male
Michael Ashcroft,GBR,Michael A. Ashcroft Associates,founder,male
Michel Chalhoub,FRA,Chalhoub Group,founder,male
Nandan Nilekani,IND,Infosys,founder,male
"Nicholas Pritzker, II.",USA,Hyatt,relation,male
Nicola Bulgari,ITA,Bulgari,relation,male
Oleg Tinkov,RUS,Tinkoff Brewery,founder,male
Paolo Bulgari,ITA,Bulgari,relation,male
Peter Gilgan,CAN,Mattamy Homes,founder,male
Peter Unger,DEU,Auto-Teile-Unger,founder,male
Petter Stordalen,NOR,Home Invest,founder,male
Pyotr Kondrashev,RUS,Silvinit,CEO,male
Radovan Vitek,CZE,CPI,founder,male
Ranjan Pai,IND,Manipal Education & Medical Group,relation,male
Remo Ruffini,ITA,Moncler,owner,male
Richard Chilton Jr,USA,Chilton Investment Company,founder,male
"Richard Yuengling, Jr.",USA,Yuengling,relation,male
Roman Avdeev,RUS,Credit Bank of Moscow,founder,male
Shlomo Eliahu,ISR,Eliyahu Insurance Company,founder,male
Takao Yasuda,JPN,Don Quijote,Chairman and Chief Executive Officer,male
Todd Wagner,USA,Broadcast.com,founder,male
Vladimir Iorich,DEU,Mechel AOA,owner,male
Vladimir Scherbakov,RUS,Avtotor Holding,founder,male
Wang Jing,CHN,Beijing Xinwei Telecom Technology,chairman,male
Wang Kunxiao,CHN,Yantai Jereh Oilfield Services Group,founder,male
Xiong Xuqiang,HKG,Ningbo Yinyi Group,founder,male
Yoshiko Mori,JPN,Mori Building,relation,female
Yuri Kovalchuk,RUS,Russia bank,Head of Board of Directors,male
Andrew Cherng,USA,Panda Express,founder,male
Anne Gittinger,USA,Nordstrom,relation,female
"Anton Kathrein, Jr.",DEU,Katherine Werke AG,relation,male
Henry Swieca,USA,Highbridge Capital Management,founder,male
Jonathan Oringer,USA,Shutterstock,founder,male
Kazuo Okada,JPN,Wynn Resorts,founder,male
Keeree Kanjanapas,THA,BTS Skytrain,founder,male
Lee Hwa-Kyung,KOR,Orion Corp.,relation,female
Lin Li,CHN,Liye Group,founder,male
Mark Vadon,USA,Zulily,founder,male
Oleg Boyko,RUS,Finstar Financial Group,founder,male
Patricia Angelini Rossi,CHL,Angelini Group,relation,female
Paul Foster,USA,Western Refining,founder,male
Peggy Cherng,USA,Panda Express,founder,female
Roger Penske,USA,Penske Racing,founder,male
"William Ford, Sr.",USA,Ford Motor Company,relation,male
Akio Nitori,JPN,Nitori,founder,male
Alain Taravella,FRA,Altarea Cogedim,founder,male
Allan Gray,ZAF,Allan Gray,founder,male
Allan Wong,HKG,VTech Holding,founder,male
Andrei Molchanov,RUS,Open Joint Stock Company,founder,male
Aneel Bhusri,USA,Greylock Partners,partner,male
Arturo Moreno,USA,Outdoor Systems,CEO,male
Baba Kalyani,IND,Bharat Forge,relation,male
Bruce Cheng,Taiwan,Delta Electronics,founder,male
Bruce Nordstrom,USA,Nordstrom,relation,male
Brunello Cucinelli,ITA,Brunello Cucinelli,founder,male
C. Dean Metropoulos,USA,Apollo Global management,investor,male
Carlos Francisco Ribeiro Jereissati,BRA,Inguatemi Empresa de Shopping Centers,founder,male
Charles Simonyi,USA,Microsoft,head of Microsoft's application software group,male
Charles Zegar,USA,Bloomberg,founder,male
Charlotte Colket Weber,USA,Campbell Soup,relation,female
Chen Bang,CHN,Air Eye Hospital Group,founder,male
Chu Mang Yee,CHN,Hopson Development,chairman,male
Ciputra,IDN,Ciputra Development,founder,male
David Booth,USA,Dimensional Fund Advisors,founder,male
David Sainsbury,GBR,Sainsbury's,relation,male
Desmond Sacco,ZAF,Assore Group,relation,male
Du Jiangtao,CHN,Inner Mongolia Junzhen Energy and Chemical Industry,chairman,male
Edward Stack,USA,Dick's Sporting Goods,relation,male
Eggon da Silva,BRA,WEG,founder,male
Elie Horn,BRA,Cyrela Brazil Realty,founder,male
Fawzi Al-Kharafi,KWT,Kharafi Group,relation,male
"Frank Fertitta, III.",USA,Station Casinos,ceo,male
Frank Stronach,CAN,Manga International,founder,male
George Joseph,USA,Mercury General,founder,male
Gernot Langes-Swarovski,AUT,Swarovski,relation,male
"Henry Nicholas, III.",USA,Broadcom Corporation,founder,male
Jacques Saade,FRA,CMA CGM,founder,male
James Leininger,USA,Kinetic Concepts (KCI),founder,male
Jassim Al-Kharafi,KWT,Kharafi Group,relation,male
Jiang Zhaobai,CHN,Shanghai Pengxin Group,chairman,male
Jorge Moll Filho,BRA,Rede D'Or,founder,male
Jose Isaac Peres,BRA,Multiplan,founder,male
Kenny Troutt,USA,Excel Communications,founder,male
Koos Bekker,ZAF,Naspers,founder,male
Lee Boo-Jin,KOR,Samsung,relation,female
Lee Man Tat,HKG,Lee Kum Kee,relation,male
Lev Leviev,ISR,Africa-Israel,owner,male
Lilian Werninghaus,BRA,WEG,relation,female
Lily Safra,MCO,Banco Safra (now Saftra Group),relation,female
Lorenzo Fertitta,USA,Station Casinos,founder,male
Low Tuck Kwong,IDN,Bayan Resources,founder,male
Michael Price,USA,MFP Investors,founder,male
Mohannad Al-Kharafi,KWT,Kharafi Group,relation,male
Mubariz Gurbanoglu,TUR,Palmali Group,founder,male
Mustafa Latif Topbas,TUR,BIM,owner,male
Ni Zhaoxing,CHN,Zhongrong Group,president,male
Nicholas Woodman,USA,GoPro,founder,male
Perenna Kei,HKG,Logan Property Holdings,relation,female
Peter Sperling,USA,Apollo Group,relation,male
Petro Poroshenko,UKR,Roshen Gropu,founder,male
Reinold Geiger,AUT,L'Occitane,owner,male
Rufino Vigil Gonzalez,MEX,Industrias CH,founder,male
Samih Sawiris,EGY,Orascom,relation,male
Shaul Shani,ISR,ECI Telecom,owner,male
Sidney Kimmel,USA,Jones Apparel Group,founder,male
Stephen Saad,ZAF,Aspen Pharmacare,founder,male
Sun Pingfan,CHN,Ningbo Cixing,chairman,male
Surin Upatkoon,THA,InTouch,owner,male
Thomas Sandell,SWE,Sandell Asset Management Corp,founder,male
Vadim Moshkovich,RUS,Rusagro,founder,male
Vladimir Gruzdev,RUS,The Seventh Continent,founder,male
Walter Frey,CHE,Emil Frey Group,relation,male
Wang Wenjing,CHN,Yonyou Software,chairman,male
Werner Voigt,BRA,WEG,founder,male
Zelimkhan Mutsoev,RUS,Regions Group,owner,male
Kim Jung-Ju,KOR,Nexon,founder,male
Allan Slaight,CAN,Slaight Communications,owner,male
Anas Sefrioui,MAR,Douja Promotion Groupe Addoha,founder,male
Ashwin Dani,IND,Asian Paints,relation,male
Bassam Alghanim,KWT,Alghanim Industries,relation,male
Chen Lip Keong,MYS,NagaCorp,founder,male
Chung Yong-Jin,KOR,Shinsegae Group,relation,male
"Daniel Harrison, III.",USA,Shell Oil,relation,male
David Harding,GBR,Winton Capital Management,founder,male
Huang Yi,HKG,Zhongsheng Group,founder,male
Hubert d'Ornano,FRA,Sisley Cosmetics,founder,male
Konstantin Grigorishin,RUS,Energy Standard Group,founder,male
Kutayba Alghanim,KWT,Alghanim Industries,relation,male
Seth Klarman,USA,Baupost Group,founder,male
Soichiro Fukutake,JPN,Benesse Corporation,relation,male
Wei Shaojun,CHN,Longjitaihe,founder,male
Yusaku Maezawa,JPN,Zozotown,founder,male
Abdulsamad Rabiu,NGA,BUA Group,founder,male
Ahmet Nazif Zorlu,TUR,Zorlu Holding,founder,male
Alberto Bombassei,ITA,Brembo SpA,relation,male
Alberto Roemmers,ARG,Laboratorios Roemmers,relation,male
Alexander Putilov,RUS,Eurasia Drilling Company,owner,male
Andrei Filatov,RUS,N-Trans,founder,male
Asok Kumar Hiranandani,SGP,Royal Group Holdings,relation,male
Ayman Hariri,LBN,Saudi Oger,relation,male
Benedicta Chamberlain,GBR,William Grant and Sons,relation,female
Brian Roberts,USA,Comcast,relation,male
Carol Jenkins Barnett,USA,Publix Super Markets,relation,female
Cho Tak Wong,HKG,Fuyao Glass Industry Group,CEO,male
Cho Yang-Rai,KOR,Hankook Tire,relation,male
Claude Dauphin,FRA,Trafigura Beheer BV,founder,male
Dan Snyder,USA,Snyder Communications,founder,male
David Yakobashvili,RUS,Wimm-Bill-Dann,owner,male
Denise York,USA,The DeBartolo Corporation,relation,female
Donald Hall,USA,Hallmark Cards,relation,male
Dorothea Steinbruch,BRA,Vicuna Group,relation,female
Douglas Hsu,Taiwan,Far Eastern Group,relation,male
Drew Houston,USA,Dropbox,founder,male
Edwin Soeryadjaya,IDN,Astra International,relation,male
Fahd Hariri,LBN,Saudi Oger,relation,male
Gabe Newell,USA,Valve Corporation,founder,male
Gerry Harvey,AUS,Harvey Norman,founder,male
Gilles Martin,FRA,Eurofins Scientific,founder,male
Guilherme Peirao Leal,BRA,Natura Cosmeticos,co-chairman,male
Hary Tanoesoedibjo,IDN,MNC Group,founder,male
Huang Wen Tsai,CHN,Star River Goup,founder,male
Ioan Niculae,ROU,InterAgro,founder,male
Jacky Xu,KNA,Trendy Internation Group,founder,male
Jacques Merceron-Vicat,FRA,Vicat,relation,male
James Ratcliffe,GBR,Ineos,founder,male
Jeff Rothschild,USA,Facebook,Vice President of Infrastructure Software,male
Koh Wee Meng,SGP,Fragrance Group,founder,male
Konstantin Nikolaev,RUS,N-Trans,founder,male
Kostyantin Zhevago,UKR,Ferrexpo,founder,male
Lang Walker,AUS,The Walker Group,founder,male
Len Buckeridge,AUS,Buckeridge Group of Companies,founder,male
Leonid Simanovsky,RUS,Novatek,founder,male
Li Li,CHN,Shenzhen Hepalink Pharmaceutical,founder,male
Lia Maria Aguiar,BRA,Bradesco,relation,female
Liu Xuejing,CHN,GMK Holding,owner,male
Maria Ines de Lafuente Lacroze,ARG,Loma Negra,relation,female
Mark Dixon,GBR,Regus,founder,male
Michael Krasny,USA,CDW Corporation,founder,male
Mofatraj Munot,IND,Kalpataru Group,founder,male
Mohammed Al Barwani,OMN,MB Holding,founder,male
Mokhzani Mahathir,MYS,SapuraKencana,founder,male
Mori Arkin,ISR,Agis Industries,owner,male
Nan Cunhui,CHN,Chint Group,chairman,male
Nikita Mishin,RUS,N-Trans,founder,male
Nikolai Maximov,RUS,Maxi Group,founder,male
Nirav Modi,IND,Firestar International,founder,male
Rakesh Jhunjhunwala,IND,Lupin,investor,male
Ron Sim,SGP,OSIM International,founder,male
Ronald Joyce,CAN,Tim Hortons,founder,male
Rubens Menin Teixeira de Souza,BRA,MRV Engenharia,founder,male
Steve Case,USA,AOL,Chairman and Chief Executive Officer,male
Suat Gunsel,CYP,Near East University,founder,male
Tian Ming,CHN,Hefei Meiya Optoelectronic Technology,owner,male
Tu Jianhua,CHN,Lancing Motor,chairman,male
Vincent McMahon,USA,World Wrestling Entertainment (WWE),relation,male
William Macaulay,USA,First Reserve Corporation,founder,male
Wong Man Li,HKG,Man Wah Holdings,founder,male
Xiu Li Hawken,GBR,Renhe Commercial Holdings,owner,female
Yu Minhong,CHN,New Oriental Education and Technology Group,founder,male
Zhang Zhongneng,CHN,Guangdong Dongyangguang Aluminum,owner,male
Zhong Sheng Jian,SGP,Yanlord Land Group,founder,male
Ziyaudin Magomedov,RUS,Summa Group,founder,male
Alexei Bogachev,RUS,Magnit,owner,male
Alexei Semin,RUS,Obrazovanie,owner,male
Alfredo Egydio Arruda Villela Filho,BRA,Itausa Investimentos Itau SA,relation,male
Andrei Kuzyaev,RUS,Perm Financial Industrial Group (PFIG),founder,male
Brij Bhushan Singal,IND,Bhushan Steel,founder,male
Daisy Igel,BRA,Ultrapar,relation,female
Danny Tan Chee Sing,MYS,Dijaya,founder,male
Eduardo Hochschild,PER,Hochschild Mining,relation,male
Fernando Roig,ESP,Mercadona,relation,male
Jacob Stolt-Nielsen,NOR,Parcel Trade,founder,male
Jane Lauder,USA,Est?Lauder,relation,female
John Edson,USA,Baylinter Marine Corp,founder,male
Lee Hae-Jin,KOR,Naver,owner,male
Lee Seo-Hyun,KOR,Samsung,relation,female
Liu Zhenguo,CHN,Beijing Originwater Technology,Vice Chairman,male
Ma Xingtian,CHN,Kangmei Pharmaceutical,founder,male
Max Turnauer,AUT,Constantia,relation,male
Megdet Rahimkulov,RUS,Gazprom,Chief Executive,male
Miao Shouliang,CHN,Fuyuan Group,,male
Mitchell Jacobson,USA,MSC Direct,relation,male
Qi Xiangdong,CHN,Qihoo,founder,male
Thongma Vijitpongpun,THA,Pruksa Real Estate,founder,male
Ye Cheng,CHN,Shandong Landbridge Group,chairman,male
Aerin Lauder Zinterhofer,USA,Est?Lauder,relation,female
Ahmet Calik,TUR,Calik Holding,relation,male
Airat Shaimiev,RUS,TAIF Group,owner,male
Albert Shigaboutdinov,RUS,TAIF Group,owner,male
Albert Yeung,HKG,Emperor Group,founder,male
Alexander Rovt,USA,IBE Trade,owner,male
Alexander Spanos,USA,A. G. Spanos Companies,founder,male
Alfred Mann,USA,Spectrolab,founder,male
Aloke Lohia,THA,Indorama Ventures,founder,male
Ana Lucia de Mattos Barretto Villela,BRA,Itausa Investimentos Itau SA,relation,female
Anatoly Sedykh,RUS,United Metallurigcal Company,founder,male
Andrei Rappoport,RUS,RAO UES,founder,male
Aydin Dogan,TUR,Dogan Holding,founder,male
Binod Chaudhary,NPL,Chaudhary Group,relation,male
Charles Brandes,USA,Brades Investment Partners,founder,male
Charles Munger,USA,Berkshire Hathaway,vice-chairman,male
Choo Chong Ngen,SGP,Hotel 81,founder,male
Daniel Hirschfeld,USA,Buckle,relation,male
Darwin Deason,USA,Affiliated Computer Services,founder,male
Edir Macedo,BRA,Rede Record,owner,male
Evgeny (Eugene) Shvidler,USA,Runicom S.A,founder,male
Fang Wei,CHN,Fangda International Industrial Investment?,chairman,male
Goh Peng Ooi,MYS,Silverlake Axis,founder,male
Gordon Wu,HKG,Hopewell Holdings,founder,male
Hajime Satomi,JPN,Sammy Corporation,founder,male
Harjo Sutanto,IDN,Wings Group,founder,male
Henry Engelhardt,USA,Admiral Group,founder,male
Hu Kaijun,CHN,China Grand Pharmaceutical,owner,male
Huang Zhenda,CHN,Guangdong Liantai Group,founder,male
Ilkka Herlin,FIN,Kone Corporation,relation,male
Ilona Herlin,FIN,Kone Corporation,relation,female
Isaac Larian,USA,MGA Entertainment,founder,male
Jean Burelle,FRA,Plastic Omnium,relation,male
Jiang Wei,CHN,Guizhou Bailing Group Pharmaceutical,chairman,male
Jon Huntsman,USA,Huntsman chemical,founder,male
Jose Maria Aristrain,ESP,Arcelor,relation,male
Jose Mendes Nogueira,BRA,J Mendes,founder,male
Joseph Grendys,USA,Koch Foods,owner,male
Juan Fernando Belmont Anderson,PER,Yanbal Internacional,founder,male
Ke Xiping,CHN,Xiamen Hengxing group,founder,male
Koo Bon-Neung,KOR,LG Group,relation,male
Lachhman Das Mittal,IND,Sonalika Group,founder,male
Laurent Burelle,FRA,Plastic Omnium,relation,male
Liu Zhenfeng,CHN,Yantai Jereh Oilfield Services Group,owner,male
Luo Fei,CHN,Biostime International Holdings,ceo,male
Marcel Adams,CAN,Iberville Developments,founder,male
Mark Pincus,USA,Zynga,founder,male
