Admiral Group,1993,insurance,new,North America
China Grand Pharmaceutical,2005,pharmaceuticals,new,East Asia
Guangdong Liantai Group,1993,construction,new,East Asia
MGA Entertainment,1979,toys,new,North America
Plastic Omnium,1957,plastic,new,Europe
Guizhou Bailing Group Pharmaceutical,2005,pharmaceuticals,new,East Asia
Huntsman chemical,1982,chemicals,new,North America
Arcelor,1902,steel,new,Europe
J Mendes,1966,iron ore,new,Latin America
Koch Foods,1985,meat processing,aquired,North America
Yanbal Internacional,1967,cosmetics,new,Latin America
Xiamen Hengxing group,1994,"mining, investments",new,East Asia
Sonalika Group,1969,tractors,new,South Asia
Biostime International Holdings,1999,infant formula,new,East Asia
Iberville Developments,1958,real estate,new,North America
Zynga,2007,online gaming,new,North America
"Steinhardt, Fine, Berkowitz & Co",1967,hedge funds,new,North America
Celtel,1998,telecom,new,Europe
RESO-Garantiya,1991,insurance,new,Europe
Suntory,1899,brewery,new,East Asia
Mirae Asset,1997,asset management,new,East Asia
Sobha Developers,1995,real estate,new,Middle East/North Africa
Duyiwei Biological Pharmaceutical,2001,pharmaceuticals,new,East Asia
Occidental Petroleum,1920,oil,new,North America
Discovery Capital Management,1999,hedge funds,new,North America
Leda Holdings,1976,construction,new,North America
Save Mart,1952,groceries,new,North America
Yug Rusi,1992,agriculture,new,Europe
Shagang Group,1975,steel,new,East Asia
Premier Investments,0,retail,new,North America
Ruparelia Group,1985,banking,new,Sub-Saharan Africa
Straumann Group,1954,dental implants,new,Europe
Columbia Sportswear,1938,apparel,new,North America
Jose Rodriguez Banda,1967,milk,new,Latin America
Zall Development of Wuhan,2005,real estate,new,East Asia
Cipla,1935,pharmaceuticals,new,South Asia
Suning Universal,1990,real estate,new,East Asia
AHL,1913,entertainment,new,North America
New Century Group,0,hotels,,East Asia
Sanquan Food,1992,food,new,East Asia
Nine Dragons Paper,1995,paper,new,East Asia
Children's Investment Fund,2003,hedge funds,new,Europe
Specsavers,1984,eyeglasses,new,North America
Grupo Abril,1950,media,new,Latin America
Palfinger AG,1932,cranes,new,Europe
Morgaurd,1975,real estate,new,North America
NCSOFT,1997,online gaming,new,East Asia
Sichuan Kelun Pharmaceutical,1996,pharmaceuticals,new,East Asia
Promise Consumer Finance,1962,finance,new,East Asia
Sunac China Holdings,1994,real estate,new,North America
Eicher Motors,1948,automobiles,new,South Asia
Luxshare Precision Industry,2004,electonics components,new,East Asia
Ourpalm,2004,software,new,East Asia
Paz oil company,1922,oil,new,Middle East/North Africa
Scandinavia Fund,1980,investment,aquired,Europe
Hualan Biological Engineering,1992,pharmaceuticals,new,East Asia
Filinvest Development Corporation,1955,real estate,new,East Asia
Wright Prospecting,1955,mining,new,North America
Ipsen,1929,pharmaceuticals,new,Europe
New Medical Centre,1975,hospitals,new,South Asia
Linak,1907,linear actuators,new,Europe
O1 Properties,2010,real estate,new,Europe
King Street Capital Management,1995,hedge funds,new,North America
Boston Beer Company,1984,beer,new,North America
Wizard language Schools,1987,education,new,Latin America
Kyowon Co,1985,education,new,East Asia
Tory Burch LLC,2004,fashion,new,North America
Milek (now CCC),1989,shoes,new,Europe
Anta Sports,1994,sportswear,new,East Asia
China SCE Property Holdings Limited,1966,real estate,new,East Asia
Mega-Auto,1993,auto retail,new,Europe
Inteco,1991,construction,new,Europe
ASTROC,1982,real estate,new,Europe
Hailiang Group,1989,copper,new,East Asia
Newegg.com,2001,e-commerce,new,North America
Macrolink Group,1990,investments,new,East Asia
DFS,1983,retail,aquired,Europe
Techtronic Industries,1985,manufacturing,new,Europe
China Kingho,1996,coal,new,East Asia
Virbac,1968,pharmaceuticals,new,Europe
Crown Worldwide Group,1965,relocation services,new,North America
Embassy Property Developments,1993,real estate,new,South Asia
Cisco Systems,1984,software,new,North America
TeleTech,1982,software,new,North America
One Times Square,1980,real estate,new,North America
Regeneron Pharmaceuicals,1988,pharmaceuticals,new,North America
Shandong Denghai Seeds,1989,agriculture,new,East Asia
Rongsheng Petrochemical,1995,petrochemicals,new,East Asia
Bumitama Agri,1996,palm oil,new,East Asia
Pxmart,1998,retail,privatization,East Asia
Autonomy Corporation,1996,software,new,Europe
E4 Group,2006,engineering,new,Europe
Verlagsgruppe Holtzbrinck,1948,publishing,new,Europe
Amdocs,1982,software,new,Middle East/North Africa
Turkcell,1993,telecom,new,Middle East/North Africa
VP Group,1992,retail,new,Europe
Motoinvest,1995,hostile takeovers,new,Europe
Harbinger Capital,2001,hedge funds,new,North America
Inghams Enterprises,1918,agriculture,new,North America
Vodacom Tanzania,1999,telecom,subsidiary,Sub-Saharan Africa
Relativity Media,2004,film,new,North America
Spanx,2000,apparel,new,North America
Celltrion,2002,biotech,new,East Asia
Rolf Group,1990,auto retail,new,Europe
Military Insurance Company (VSK),1992,insurance,new,Europe
PrivatBank,1992,banking,new,Europe
Taisho Pharmaceutical,1912,pharmaceuticals,new,East Asia
Kalyan Jewellers,1993,jewelry,new,South Asia
Janus Capital Group,1969,mutual funds,new,North America
Apex Silver Mines,1993,metals,new,North America
Samvardhana Motherson Group,1986,auto parts,new,North America
Ningo Joyson Electric,2004,auto parts,new,East Asia
China ZhengTong Auto Services,1999,auto retail,new,East Asia
Xiwang Group,1986,food sweeteners,new,East Asia
Moncrief Oil,1929,oil,new,North America
Blue Ray Corp,0,real estate,new,East Asia
Patria Finance,1994,coal,new,Europe
Furen Pharmaceutical Group,1999,pharmaceuticals,new,East Asia
